order_id,order_date,customer_id,customer_name,segment,region,country,category,sub_category,sales,quantity,discount,profit
ORD-2024-11626,2024-04-21,CUST-1049,Charlotte Thomas 37,Corporate,Asia Pacific,Australia,Technology,Smartphones,4335.27,8,0.15,1472.65
ORD-2024-11627,2025-03-09,CUST-1040,Sophia Wilson 42,Consumer,Europe,United Kingdom,Office Supplies,Storage,271.48,2,0.35,-13.57
ORD-2024-11628,2024-07-13,CUST-1080,Noah Davis 17,Corporate,Europe,France,Technology,Printers,2022.91,3,0.2,334.36
ORD-2024-11629,2024-04-05,CUST-1146,Liam Smith 29,Consumer,Asia Pacific,Singapore,Technology,Smartphones,81.3,1,0.2,13.0
ORD-2024-11630,2025-04-03,CUST-1107,Alex Rivera 46,Consumer,North America,Canada,Office Supplies,Storage,204.93,3,0.0,46.42
ORD-2024-11631,2024-07-20,CUST-1113,Olivia Brown 18,Home Office,North America,Canada,Office Supplies,Storage,1726.92,8,0.1,736.14
ORD-2024-11632,2024-10-15,CUST-1142,Benjamin Anderson 58,Corporate,Europe,Germany,Technology,Monitors,7096.7,7,0.1,1361.66
ORD-2024-11633,2024-01-24,CUST-1059,Olivia Brown 54,Home Office,Europe,Germany,Office Supplies,Binders,575.14,6,0.2,147.21
ORD-2024-11634,2024-05-10,CUST-1118,Mia Martinez 4,Home Office,Europe,Germany,Furniture,Chairs,673.34,6,0.05,64.05
ORD-2024-11635,2025-01-19,CUST-1140,Alex Rivera 24,Consumer,Latin America,Chile,Technology,Smartphones,2996.37,3,0.0,713.56
ORD-2024-11636,2025-04-11,CUST-1134,Emma Watson 67,Home Office,Latin America,Chile,Technology,Accessories,6181.49,7,0.0,2121.49
ORD-2024-11637,2024-09-14,CUST-1111,Olivia Brown 69,Corporate,Asia Pacific,Japan,Office Supplies,Appliances,1239.67,8,0.3,609.72
ORD-2024-11638,2024-03-26,CUST-1024,James Taylor 72,Home Office,North America,United States,Furniture,Desks,1636.24,4,0.0,260.98
ORD-2024-11639,2024-07-11,CUST-1039,Benjamin Anderson 75,Corporate,Europe,Italy,Furniture,Bookcases,3855.4,5,0.0,699.64
ORD-2024-11640,2024-09-20,CUST-1035,Liam Smith 93,Corporate,Europe,Germany,Technology,Laptops,3450.8,5,0.2,627.58
ORD-2024-11641,2025-04-19,CUST-1058,Liam Smith 85,Consumer,North America,Canada,Technology,Accessories,1665.37,5,0.3,337.83
ORD-2024-11642,2024-03-08,CUST-1134,Emma Watson 9,Corporate,Asia Pacific,Australia,Office Supplies,Paper,162.97,1,0.05,34.36
ORD-2024-11643,2024-04-16,CUST-1012,Noah Davis 92,Home Office,Europe,United Kingdom,Technology,Laptops,7905.96,8,0.1,2866.87
ORD-2024-11644,2024-03-06,CUST-1026,Olivia Brown 48,Home Office,Europe,Germany,Technology,Monitors,830.0,6,0.35,-41.5
ORD-2024-11645,2024-07-21,CUST-1050,Alex Rivera 88,Consumer,Asia Pacific,Australia,Furniture,Tables,2210.32,7,0.2,152.93
ORD-2024-11646,2024-10-02,CUST-1057,Liam Smith 99,Consumer,North America,United States,Office Supplies,Paper,186.61,2,0.15,54.04
ORD-2024-11647,2025-03-18,CUST-1010,Liam Smith 75,Home Office,Europe,Germany,Technology,Accessories,1404.26,5,0.35,-70.21
ORD-2024-11648,2024-07-19,CUST-1041,Liam Smith 73,Consumer,Europe,Germany,Furniture,Tables,54.44,1,0.1,7.14
ORD-2024-11649,2025-03-29,CUST-1094,James Taylor 51,Corporate,North America,Canada,Technology,Printers,2240.64,2,0.2,622.98
ORD-2024-11650,2024-07-20,CUST-1092,Sophia Wilson 8,Corporate,Asia Pacific,Singapore,Furniture,Chairs,2265.34,7,0.15,557.14
ORD-2024-11651,2024-12-16,CUST-1078,Charlotte Thomas 99,Consumer,Europe,Italy,Furniture,Bookcases,375.06,7,0.05,52.78
ORD-2024-11652,2024-03-07,CUST-1043,James Taylor 18,Corporate,North America,United States,Furniture,Desks,1184.77,7,0.3,91.81
ORD-2024-11653,2025-02-28,CUST-1087,Benjamin Anderson 90,Corporate,Asia Pacific,Australia,Technology,Monitors,1029.77,1,0.2,343.67
ORD-2024-11654,2025-04-30,CUST-1025,Charlotte Thomas 53,Consumer,Europe,France,Office Supplies,Paper,1057.9,7,0.1,281.59
ORD-2024-11655,2024-10-13,CUST-1086,Olivia Brown 18,Home Office,Asia Pacific,India,Technology,Accessories,4928.3,6,0.2,1029.83
ORD-2024-11656,2024-05-05,CUST-1066,Olivia Brown 5,Home Office,Europe,Germany,Technology,Accessories,8735.55,8,0.15,1371.46
ORD-2024-11657,2025-01-03,CUST-1068,Sophia Wilson 60,Home Office,Latin America,Chile,Office Supplies,Storage,882.98,8,0.15,332.04
ORD-2024-11658,2025-04-03,CUST-1068,Sophia Wilson 26,Corporate,Europe,Spain,Furniture,Furnishings,1717.59,5,0.15,218.7
ORD-2024-11659,2025-01-07,CUST-1128,James Taylor 9,Corporate,Europe,France,Technology,Smartphones,1491.57,5,0.1,231.99
ORD-2024-11660,2024-12-23,CUST-1002,Charlotte Thomas 43,Home Office,Asia Pacific,Japan,Furniture,Desks,1674.84,3,0.1,347.2
ORD-2024-11661,2024-07-09,CUST-1147,James Taylor 51,Corporate,Latin America,Brazil,Technology,Laptops,471.39,5,0.05,98.94
ORD-2024-11662,2025-02-01,CUST-1030,Noah Davis 24,Corporate,North America,Canada,Technology,Accessories,3814.97,4,0.05,1328.22
ORD-2024-11663,2024-03-21,CUST-1106,Emma Watson 39,Corporate,Asia Pacific,Australia,Office Supplies,Paper,789.16,7,0.05,313.56
ORD-2024-11664,2024-08-22,CUST-1057,Emma Watson 88,Consumer,North America,United States,Furniture,Furnishings,1899.41,3,0.05,448.99
ORD-2024-11665,2024-02-10,CUST-1094,Benjamin Anderson 58,Consumer,Asia Pacific,Singapore,Technology,Laptops,2082.85,5,0.3,779.12
ORD-2024-11666,2024-08-09,CUST-1129,Mia Martinez 34,Corporate,Latin America,Brazil,Technology,Printers,746.49,3,0.3,286.23
ORD-2024-11667,2024-12-12,CUST-1006,Benjamin Anderson 53,Corporate,Europe,United Kingdom,Furniture,Tables,2318.83,7,0.15,432.22
ORD-2024-11668,2024-07-27,CUST-1048,Olivia Brown 60,Consumer,North America,Canada,Technology,Smartphones,7942.95,6,0.05,2807.18
ORD-2024-11669,2025-04-22,CUST-1137,Emma Watson 4,Corporate,Asia Pacific,Japan,Technology,Smartphones,7770.0,8,0.3,1511.62
ORD-2024-11670,2024-03-06,CUST-1016,Noah Davis 24,Corporate,Latin America,Chile,Technology,Smartphones,3249.47,5,0.05,1273.52
ORD-2024-11671,2024-12-20,CUST-1031,Olivia Brown 98,Corporate,North America,Canada,Technology,Smartphones,1230.15,4,0.15,375.94
ORD-2024-11672,2024-06-28,CUST-1039,Benjamin Anderson 51,Consumer,North America,United States,Office Supplies,Art,1129.63,6,0.05,469.63
ORD-2024-11673,2025-05-09,CUST-1090,Olivia Brown 31,Consumer,Europe,United Kingdom,Office Supplies,Art,206.21,4,0.2,78.57
ORD-2024-11674,2024-03-30,CUST-1000,Noah Davis 47,Corporate,Europe,France,Technology,Laptops,1828.28,7,0.35,-91.41
ORD-2024-11675,2025-05-12,CUST-1008,Mia Martinez 51,Consumer,North America,Canada,Technology,Monitors,2769.28,8,0.0,944.66
ORD-2024-11676,2025-02-17,CUST-1040,Olivia Brown 49,Consumer,North America,United States,Furniture,Chairs,300.56,2,0.1,53.79
ORD-2024-11677,2025-05-02,CUST-1141,Olivia Brown 72,Home Office,Europe,Germany,Furniture,Tables,2969.12,5,0.2,658.87
ORD-2024-11678,2025-02-03,CUST-1103,Mia Martinez 26,Corporate,Latin America,Mexico,Technology,Laptops,1058.23,4,0.3,418.65
ORD-2024-11679,2024-03-13,CUST-1041,Benjamin Anderson 3,Home Office,North America,Canada,Furniture,Desks,650.12,3,0.3,138.56
ORD-2024-11680,2024-12-16,CUST-1047,Liam Smith 94,Corporate,Latin America,Brazil,Furniture,Desks,3795.0,6,0.05,471.79
ORD-2024-11681,2024-01-26,CUST-1099,Olivia Brown 82,Home Office,Latin America,Brazil,Technology,Smartphones,3548.03,5,0.15,1138.63
ORD-2024-11682,2024-09-08,CUST-1070,Emma Watson 31,Consumer,Latin America,Chile,Furniture,Desks,3462.9,5,0.0,625.54
ORD-2024-11683,2024-06-14,CUST-1038,Alex Rivera 85,Consumer,Europe,Spain,Technology,Printers,3565.66,5,0.3,890.79
ORD-2024-11684,2024-10-19,CUST-1121,Sophia Wilson 50,Consumer,Asia Pacific,Singapore,Furniture,Chairs,1284.6,5,0.2,82.91
ORD-2024-11685,2024-03-30,CUST-1017,Sophia Wilson 12,Corporate,Asia Pacific,Japan,Technology,Monitors,6308.98,6,0.1,1621.83
ORD-2024-11686,2024-01-09,CUST-1145,Emma Watson 74,Home Office,Latin America,Chile,Technology,Monitors,3858.34,8,0.1,1355.1
ORD-2024-11687,2024-01-31,CUST-1122,Alex Rivera 18,Consumer,Asia Pacific,Australia,Furniture,Desks,880.0,2,0.2,196.57
ORD-2024-11688,2024-09-11,CUST-1024,Liam Smith 94,Home Office,North America,United States,Furniture,Chairs,2115.68,4,0.3,287.73
ORD-2024-11689,2025-04-29,CUST-1103,Mia Martinez 69,Home Office,Latin America,Mexico,Technology,Monitors,10913.22,8,0.05,1839.41
ORD-2024-11690,2024-08-06,CUST-1125,Mia Martinez 30,Consumer,Europe,United Kingdom,Furniture,Tables,472.78,1,0.15,114.33
ORD-2024-11691,2024-12-22,CUST-1147,Benjamin Anderson 69,Home Office,Latin America,Chile,Office Supplies,Art,264.82,4,0.3,107.38
ORD-2024-11692,2025-04-05,CUST-1079,Olivia Brown 15,Home Office,North America,Canada,Furniture,Bookcases,1090.3,6,0.05,105.36
ORD-2024-11693,2024-03-15,CUST-1011,Liam Smith 16,Home Office,North America,Canada,Technology,Accessories,4854.34,7,0.1,1933.47
ORD-2024-11694,2024-10-15,CUST-1116,Noah Davis 62,Consumer,North America,United States,Technology,Printers,9892.64,8,0.15,2241.1
ORD-2024-11695,2024-10-05,CUST-1111,Mia Martinez 52,Corporate,Latin America,Chile,Furniture,Bookcases,1213.14,2,0.15,258.69
ORD-2024-11696,2024-07-16,CUST-1088,James Taylor 89,Consumer,Asia Pacific,Singapore,Technology,Smartphones,3550.61,6,0.1,1153.09
ORD-2024-11697,2024-08-28,CUST-1050,Alex Rivera 76,Home Office,Latin America,Mexico,Office Supplies,Art,1074.06,8,0.15,240.29
ORD-2024-11698,2025-03-27,CUST-1144,Sophia Wilson 18,Home Office,Latin America,Brazil,Furniture,Desks,418.37,6,0.2,59.91
ORD-2024-11699,2024-01-05,CUST-1045,Sophia Wilson 45,Consumer,Europe,Italy,Technology,Printers,2268.51,4,0.15,510.25
ORD-2024-11700,2024-02-10,CUST-1080,Charlotte Thomas 38,Home Office,Asia Pacific,India,Furniture,Bookcases,2397.06,7,0.05,262.98
ORD-2024-11701,2024-06-18,CUST-1067,Noah Davis 96,Consumer,Asia Pacific,Singapore,Technology,Accessories,5314.51,7,0.2,2030.15
ORD-2024-11702,2024-10-28,CUST-1062,Charlotte Thomas 32,Home Office,Asia Pacific,Singapore,Office Supplies,Art,333.29,5,0.15,93.03
ORD-2024-11703,2024-09-26,CUST-1143,Liam Smith 19,Consumer,North America,Canada,Office Supplies,Art,228.42,8,0.3,109.77
ORD-2024-11704,2024-10-21,CUST-1136,Benjamin Anderson 75,Corporate,North America,United States,Technology,Smartphones,11047.51,8,0.05,1826.16
ORD-2024-11705,2024-03-29,CUST-1029,Mia Martinez 98,Consumer,Latin America,Mexico,Furniture,Furnishings,1087.83,5,0.3,208.81
ORD-2024-11706,2024-07-30,CUST-1094,Sophia Wilson 61,Home Office,Europe,United Kingdom,Technology,Laptops,424.94,5,0.1,123.94
ORD-2024-11707,2025-03-10,CUST-1077,James Taylor 9,Consumer,Europe,Italy,Technology,Smartphones,1095.28,6,0.35,-54.76
ORD-2024-11708,2024-02-28,CUST-1052,Mia Martinez 43,Corporate,Asia Pacific,India,Technology,Accessories,7255.52,8,0.0,2095.72
ORD-2024-11709,2024-08-08,CUST-1020,Charlotte Thomas 79,Consumer,North America,Canada,Office Supplies,Storage,513.4,4,0.1,209.84
ORD-2024-11710,2024-07-22,CUST-1099,Olivia Brown 11,Consumer,Europe,Italy,Office Supplies,Storage,77.51,4,0.1,36.2
ORD-2024-11711,2024-04-07,CUST-1104,Liam Smith 86,Home Office,Europe,Germany,Technology,Laptops,2471.14,5,0.05,534.46
ORD-2024-11712,2024-04-16,CUST-1027,Alex Rivera 39,Consumer,Latin America,Chile,Office Supplies,Art,733.94,7,0.2,329.8
ORD-2024-11713,2024-01-17,CUST-1141,Sophia Wilson 91,Home Office,Europe,Italy,Furniture,Tables,584.2,1,0.05,132.74
ORD-2024-11714,2024-11-30,CUST-1022,Mia Martinez 57,Corporate,North America,Canada,Furniture,Desks,3777.01,5,0.05,824.5
ORD-2024-11715,2024-01-30,CUST-1039,Olivia Brown 69,Corporate,North America,United States,Technology,Monitors,4018.33,5,0.15,995.38
ORD-2024-11716,2024-04-02,CUST-1114,Sophia Wilson 94,Consumer,Europe,United Kingdom,Technology,Monitors,5966.0,4,0.0,1098.18
ORD-2024-11717,2024-03-09,CUST-1084,James Taylor 74,Consumer,Europe,United Kingdom,Technology,Laptops,289.09,4,0.35,-14.45
ORD-2024-11718,2024-08-13,CUST-1017,Emma Watson 86,Corporate,Latin America,Mexico,Technology,Printers,3303.22,3,0.15,998.95
ORD-2024-11719,2024-06-26,CUST-1080,Olivia Brown 96,Consumer,Europe,France,Office Supplies,Storage,115.04,2,0.05,54.42
ORD-2024-11720,2025-01-11,CUST-1148,Benjamin Anderson 99,Corporate,Latin America,Brazil,Technology,Smartphones,1163.49,3,0.0,211.48
ORD-2024-11721,2024-05-31,CUST-1117,Emma Watson 75,Home Office,North America,United States,Furniture,Desks,2074.17,3,0.1,125.33
ORD-2024-11722,2024-07-10,CUST-1014,Mia Martinez 93,Corporate,Asia Pacific,India,Office Supplies,Paper,1173.82,8,0.3,458.75
ORD-2024-11723,2024-09-10,CUST-1082,Noah Davis 53,Consumer,Europe,France,Technology,Printers,1890.75,4,0.2,695.98
ORD-2024-11724,2024-08-13,CUST-1039,Mia Martinez 81,Consumer,Asia Pacific,Japan,Technology,Laptops,423.72,1,0.2,146.39
ORD-2024-11725,2024-06-24,CUST-1098,James Taylor 98,Home Office,Asia Pacific,Singapore,Office Supplies,Binders,1803.63,8,0.05,700.1
ORD-2024-11726,2024-08-19,CUST-1146,Emma Watson 24,Consumer,Europe,Germany,Technology,Smartphones,1595.52,8,0.2,256.07
ORD-2024-11727,2024-12-22,CUST-1088,Benjamin Anderson 54,Home Office,North America,United States,Furniture,Chairs,5019.98,8,0.1,947.36
ORD-2024-11728,2025-02-12,CUST-1057,Charlotte Thomas 20,Corporate,North America,Canada,Office Supplies,Storage,221.63,6,0.3,103.22
ORD-2024-11729,2025-01-26,CUST-1028,Mia Martinez 14,Consumer,Europe,United Kingdom,Furniture,Tables,2323.05,4,0.05,375.2
ORD-2024-11730,2024-04-03,CUST-1041,Alex Rivera 47,Corporate,Europe,United Kingdom,Technology,Printers,1386.55,6,0.3,489.07
ORD-2024-11731,2024-10-29,CUST-1097,Olivia Brown 25,Home Office,North America,United States,Technology,Accessories,3984.72,8,0.0,901.28
ORD-2024-11732,2025-03-06,CUST-1132,Mia Martinez 66,Home Office,Asia Pacific,Japan,Furniture,Tables,196.83,3,0.0,43.7
ORD-2024-11733,2024-11-10,CUST-1096,Benjamin Anderson 88,Corporate,North America,Canada,Technology,Printers,2003.05,3,0.15,514.35
ORD-2024-11734,2024-12-02,CUST-1053,Liam Smith 77,Home Office,Asia Pacific,India,Technology,Accessories,2330.22,8,0.15,535.31
ORD-2024-11735,2024-03-28,CUST-1040,Sophia Wilson 73,Consumer,North America,Canada,Technology,Printers,1094.38,2,0.05,385.64
ORD-2024-11736,2024-03-09,CUST-1007,Sophia Wilson 74,Home Office,Europe,United Kingdom,Office Supplies,Storage,148.55,6,0.35,-7.43
ORD-2024-11737,2024-03-18,CUST-1081,Sophia Wilson 97,Home Office,Latin America,Brazil,Furniture,Desks,834.64,3,0.3,109.94
ORD-2024-11738,2025-02-27,CUST-1075,Liam Smith 6,Corporate,Latin America,Brazil,Furniture,Bookcases,362.34,1,0.3,66.59
ORD-2024-11739,2024-06-22,CUST-1024,Olivia Brown 27,Home Office,North America,United States,Office Supplies,Appliances,192.47,1,0.0,54.23
ORD-2024-11740,2024-09-30,CUST-1057,Liam Smith 9,Home Office,North America,United States,Technology,Smartphones,4285.95,3,0.0,1041.61
ORD-2024-11741,2024-05-31,CUST-1130,Emma Watson 92,Corporate,Europe,Spain,Office Supplies,Art,873.12,7,0.1,408.7
ORD-2024-11742,2024-02-23,CUST-1149,Emma Watson 68,Corporate,Asia Pacific,Japan,Furniture,Bookcases,1662.4,3,0.3,83.44
ORD-2024-11743,2025-02-10,CUST-1099,Liam Smith 73,Home Office,Latin America,Mexico,Office Supplies,Appliances,601.49,6,0.2,179.36
ORD-2024-11744,2025-01-12,CUST-1099,James Taylor 37,Corporate,Asia Pacific,Japan,Office Supplies,Art,661.72,4,0.1,263.07
ORD-2024-11745,2024-02-27,CUST-1036,James Taylor 19,Consumer,North America,United States,Technology,Smartphones,1028.02,2,0.0,227.28
ORD-2024-11746,2024-11-09,CUST-1064,Benjamin Anderson 28,Consumer,Asia Pacific,India,Office Supplies,Appliances,390.8,2,0.0,133.39
ORD-2024-11747,2024-11-10,CUST-1114,Liam Smith 98,Corporate,Asia Pacific,Japan,Office Supplies,Binders,533.12,4,0.0,224.23
ORD-2024-11748,2024-01-11,CUST-1014,Olivia Brown 56,Corporate,Latin America,Brazil,Office Supplies,Binders,179.5,1,0.0,54.63
ORD-2024-11749,2024-04-10,CUST-1041,Benjamin Anderson 44,Consumer,Latin America,Brazil,Technology,Smartphones,483.22,1,0.1,170.29
ORD-2024-11750,2024-05-18,CUST-1062,Benjamin Anderson 31,Home Office,North America,Canada,Office Supplies,Binders,487.16,3,0.3,211.19
ORD-2024-11751,2025-01-27,CUST-1015,Alex Rivera 58,Corporate,Latin America,Brazil,Furniture,Tables,2850.65,4,0.05,623.63
ORD-2024-11752,2025-03-31,CUST-1052,Benjamin Anderson 79,Corporate,Europe,United Kingdom,Furniture,Tables,942.63,2,0.35,-47.13
ORD-2024-11753,2024-02-28,CUST-1138,James Taylor 23,Corporate,Latin America,Brazil,Technology,Printers,1728.1,2,0.0,679.64
ORD-2024-11754,2024-04-07,CUST-1039,Benjamin Anderson 21,Consumer,Europe,Italy,Technology,Smartphones,3728.52,4,0.1,1396.06
ORD-2024-11755,2024-08-24,CUST-1016,Benjamin Anderson 62,Corporate,North America,Canada,Furniture,Tables,288.35,1,0.15,57.99
ORD-2024-11756,2025-01-05,CUST-1094,Charlotte Thomas 22,Consumer,North America,Canada,Technology,Smartphones,6157.18,8,0.2,1607.94
ORD-2024-11757,2024-07-28,CUST-1029,Mia Martinez 65,Home Office,North America,Canada,Office Supplies,Art,477.09,4,0.2,194.57
ORD-2024-11758,2024-06-28,CUST-1127,Liam Smith 95,Home Office,North America,United States,Office Supplies,Art,562.52,7,0.2,177.39
ORD-2024-11759,2024-03-28,CUST-1090,Charlotte Thomas 13,Consumer,Asia Pacific,India,Technology,Accessories,2580.58,3,0.1,597.5
ORD-2024-11760,2024-11-04,CUST-1069,James Taylor 81,Home Office,North America,Canada,Office Supplies,Storage,189.36,1,0.15,53.1
ORD-2024-11761,2024-08-31,CUST-1036,Charlotte Thomas 53,Corporate,Asia Pacific,Japan,Furniture,Furnishings,4112.4,8,0.0,668.21
ORD-2024-11762,2024-10-10,CUST-1117,Noah Davis 88,Home Office,Latin America,Mexico,Office Supplies,Storage,741.79,5,0.15,209.73
ORD-2024-11763,2025-05-03,CUST-1130,Olivia Brown 78,Home Office,Asia Pacific,Japan,Furniture,Tables,1484.16,8,0.2,354.34
ORD-2024-11764,2024-06-24,CUST-1052,James Taylor 94,Home Office,North America,Canada,Furniture,Furnishings,2026.26,5,0.1,229.39
ORD-2024-11765,2025-02-09,CUST-1042,Benjamin Anderson 51,Consumer,Asia Pacific,Australia,Technology,Smartphones,797.95,3,0.15,127.49
ORD-2024-11766,2024-07-23,CUST-1074,Benjamin Anderson 78,Consumer,North America,United States,Furniture,Furnishings,3240.82,6,0.2,229.69
ORD-2024-11767,2024-04-23,CUST-1000,Benjamin Anderson 70,Home Office,Europe,Germany,Furniture,Tables,892.29,4,0.2,150.8
ORD-2024-11768,2024-08-30,CUST-1067,Emma Watson 71,Corporate,Latin America,Brazil,Technology,Laptops,10037.88,8,0.1,3802.35
ORD-2024-11769,2024-01-25,CUST-1000,Olivia Brown 6,Home Office,Asia Pacific,India,Office Supplies,Art,144.65,6,0.3,37.75
ORD-2024-11770,2025-04-11,CUST-1091,James Taylor 38,Consumer,Asia Pacific,Australia,Furniture,Furnishings,2332.06,5,0.15,325.94
ORD-2024-11771,2024-01-27,CUST-1128,Mia Martinez 93,Consumer,North America,Canada,Technology,Printers,1327.03,1,0.0,236.54
ORD-2024-11772,2025-01-19,CUST-1052,James Taylor 48,Home Office,North America,United States,Technology,Accessories,6232.01,5,0.1,1139.72
ORD-2024-11773,2024-10-31,CUST-1011,James Taylor 62,Corporate,Asia Pacific,India,Office Supplies,Art,1176.71,6,0.05,341.56
ORD-2024-11774,2024-01-20,CUST-1096,Liam Smith 17,Consumer,Asia Pacific,Singapore,Office Supplies,Appliances,871.64,8,0.05,256.81
ORD-2024-11775,2024-08-05,CUST-1045,Liam Smith 24,Consumer,North America,Canada,Technology,Laptops,5963.85,5,0.15,2077.1
ORD-2024-11776,2024-05-12,CUST-1127,Noah Davis 62,Corporate,Asia Pacific,Singapore,Office Supplies,Storage,317.98,4,0.2,105.29
ORD-2024-11777,2024-03-28,CUST-1024,Olivia Brown 69,Consumer,Asia Pacific,Japan,Furniture,Chairs,3496.91,5,0.1,684.45
ORD-2024-11778,2024-04-21,CUST-1026,Liam Smith 90,Home Office,North America,United States,Office Supplies,Binders,313.95,3,0.0,150.43
ORD-2024-11779,2024-02-04,CUST-1120,Olivia Brown 82,Consumer,Latin America,Mexico,Technology,Printers,3765.79,4,0.2,891.08
ORD-2024-11780,2024-06-13,CUST-1082,Benjamin Anderson 42,Consumer,Europe,Italy,Office Supplies,Storage,289.96,6,0.05,120.0
ORD-2024-11781,2024-06-09,CUST-1025,James Taylor 15,Home Office,Asia Pacific,India,Furniture,Furnishings,226.06,2,0.0,26.49
ORD-2024-11782,2024-01-27,CUST-1135,Alex Rivera 47,Corporate,North America,Canada,Furniture,Tables,2131.34,8,0.05,432.53
ORD-2024-11783,2024-11-22,CUST-1054,Sophia Wilson 99,Consumer,Asia Pacific,India,Office Supplies,Storage,295.28,8,0.0,90.63
ORD-2024-11784,2024-06-02,CUST-1146,Mia Martinez 26,Corporate,Asia Pacific,Australia,Technology,Accessories,388.11,1,0.05,77.16
ORD-2024-11785,2024-09-28,CUST-1055,James Taylor 11,Consumer,Europe,United Kingdom,Office Supplies,Appliances,587.6,3,0.15,282.58
ORD-2024-11786,2024-09-19,CUST-1121,Benjamin Anderson 69,Consumer,North America,Canada,Technology,Printers,3405.96,4,0.0,753.77
ORD-2024-11787,2024-10-11,CUST-1111,Liam Smith 41,Home Office,North America,Canada,Technology,Smartphones,3026.59,5,0.15,701.2
ORD-2024-11788,2024-12-04,CUST-1054,Sophia Wilson 94,Consumer,Latin America,Chile,Technology,Smartphones,1452.38,2,0.1,372.12
ORD-2024-11789,2024-09-01,CUST-1048,Noah Davis 36,Corporate,Latin America,Brazil,Office Supplies,Art,773.06,7,0.05,292.02
ORD-2024-11790,2024-07-22,CUST-1016,Noah Davis 29,Consumer,Latin America,Brazil,Office Supplies,Appliances,725.89,7,0.3,318.06
ORD-2024-11791,2024-05-14,CUST-1087,Alex Rivera 79,Home Office,North America,United States,Technology,Smartphones,4262.68,6,0.15,882.24
ORD-2024-11792,2024-01-09,CUST-1136,Olivia Brown 88,Home Office,Asia Pacific,Australia,Technology,Smartphones,4151.43,7,0.3,1164.55
ORD-2024-11793,2025-04-08,CUST-1073,Liam Smith 84,Corporate,Latin America,Mexico,Office Supplies,Appliances,785.4,5,0.2,334.05
ORD-2024-11794,2025-04-06,CUST-1117,Charlotte Thomas 48,Corporate,Europe,Italy,Furniture,Tables,1422.96,6,0.2,107.13
ORD-2024-11795,2024-09-22,CUST-1028,Charlotte Thomas 7,Consumer,Europe,Germany,Furniture,Furnishings,754.43,2,0.05,82.87
ORD-2024-11796,2024-10-03,CUST-1048,Charlotte Thomas 58,Consumer,Latin America,Brazil,Furniture,Furnishings,2010.78,5,0.1,426.64
ORD-2024-11797,2025-02-08,CUST-1068,Olivia Brown 55,Corporate,Europe,Italy,Furniture,Furnishings,270.08,3,0.3,25.26
ORD-2024-11798,2024-01-16,CUST-1053,Benjamin Anderson 65,Corporate,Latin America,Chile,Technology,Smartphones,5765.95,8,0.2,979.9
ORD-2024-11799,2025-04-28,CUST-1086,Charlotte Thomas 2,Consumer,Europe,Germany,Furniture,Tables,2607.23,6,0.1,207.43
ORD-2024-11800,2025-03-17,CUST-1108,James Taylor 75,Consumer,Europe,France,Technology,Accessories,739.19,1,0.35,-36.96
ORD-2024-11801,2025-01-18,CUST-1003,Sophia Wilson 25,Consumer,Latin America,Brazil,Office Supplies,Paper,125.6,4,0.2,28.13
ORD-2024-11802,2024-05-07,CUST-1136,Liam Smith 74,Corporate,Asia Pacific,Australia,Office Supplies,Storage,262.89,4,0.3,86.22
ORD-2024-11803,2024-10-20,CUST-1015,Benjamin Anderson 42,Home Office,North America,United States,Technology,Accessories,1472.55,3,0.1,298.99
ORD-2024-11804,2024-08-24,CUST-1052,James Taylor 9,Corporate,Latin America,Brazil,Furniture,Tables,1239.2,8,0.0,115.75
ORD-2024-11805,2024-06-27,CUST-1130,Charlotte Thomas 52,Home Office,Europe,United Kingdom,Furniture,Desks,454.2,1,0.3,23.36
ORD-2024-11806,2024-06-19,CUST-1139,Sophia Wilson 97,Corporate,North America,Canada,Office Supplies,Storage,472.36,4,0.0,186.68
ORD-2024-11807,2025-03-16,CUST-1098,James Taylor 31,Home Office,Latin America,Chile,Technology,Accessories,1144.68,2,0.0,280.4
ORD-2024-11808,2024-05-06,CUST-1100,Charlotte Thomas 6,Home Office,Europe,Italy,Technology,Printers,6162.8,8,0.0,2242.12
ORD-2024-11809,2024-10-05,CUST-1107,James Taylor 53,Consumer,Asia Pacific,Australia,Furniture,Desks,2777.86,7,0.1,281.36
ORD-2024-11810,2025-02-22,CUST-1105,Emma Watson 5,Consumer,Latin America,Mexico,Office Supplies,Binders,383.95,5,0.15,172.19
ORD-2024-11811,2024-01-22,CUST-1095,Emma Watson 5,Consumer,North America,United States,Furniture,Desks,143.31,3,0.15,19.19
ORD-2024-11812,2024-08-04,CUST-1034,Benjamin Anderson 14,Corporate,Asia Pacific,Singapore,Furniture,Chairs,1429.28,4,0.2,162.08
ORD-2024-11813,2024-04-18,CUST-1005,Charlotte Thomas 53,Home Office,North America,Canada,Furniture,Tables,196.08,1,0.2,16.62
ORD-2024-11814,2024-09-15,CUST-1137,Noah Davis 79,Home Office,Latin America,Mexico,Furniture,Bookcases,482.08,4,0.1,75.94
ORD-2024-11815,2025-04-02,CUST-1116,Liam Smith 63,Consumer,Latin America,Mexico,Technology,Smartphones,5551.62,7,0.2,2164.93
ORD-2024-11816,2024-03-02,CUST-1027,James Taylor 35,Home Office,North America,United States,Furniture,Desks,788.78,2,0.2,117.28
ORD-2024-11817,2024-10-07,CUST-1120,Mia Martinez 84,Home Office,Asia Pacific,Australia,Office Supplies,Binders,261.25,5,0.15,87.48
